CASRN,Substance name,HSNO code,HSNO classification text,GHS translation,Key study
_v0_513-79-1,"Cobaltous carbonate, >26% in a non hazardous diluent",6.9A (oral),Toxic to human target organs or systems,GHS: Specific Target Organ Systemic Toxicity - Category 1,"EndPoint: 
Primary Organ: 
This Classification is based on the pure substance, mixture rules and point estimates."
_v0_513-79-1,"Cobaltous carbonate, >26% in a non hazardous diluent",9.3B,Ecotoxic to terrestrial vertebrates,,"Classification based on the pure chemical classification and mixture rules. 
"
_v0_51580-86-0,"Sodium dichloroisocyanurate, dihydrate, >26% in a non hazardous diluent",6.1D (oral),Acutely toxic,GHS: Acute toxicity: Oral - Category 4,"Classification based on the parent record and mixture rules.
"
_v0_51580-86-0,"Sodium dichloroisocyanurate, dihydrate, >26% in a non hazardous diluent",6.4A,Irritating to the eye,GHS: Serious eye damage/eye irritation - Category 2,"R PHRASE: R 36 [Company Data]
"
_v0_51580-86-0,"Sodium dichloroisocyanurate, dihydrate, >26% in a non hazardous diluent",9.1A (algal),Very ecotoxic in the aquatic environment,GHS: Aquatic toxicity (Acute or Chronic) - Category 1,"R50 [Company data]
Bioccumulative: ND

Rapidly Degradable: ND
"
_v0_51580-86-0,"Sodium dichloroisocyanurate, dihydrate, >26% in a non hazardous diluent",9.1A (crustacean),Very ecotoxic in the aquatic environment,GHS: Aquatic toxicity (Acute or Chronic) - Category 1,"R50 [Company data]
Bioccumulative: ND

Rapidly Degradable: ND
"
_v0_51580-86-0,"Sodium dichloroisocyanurate, dihydrate, >26% in a non hazardous diluent",9.1A (fish),Very ecotoxic in the aquatic environment,GHS: Aquatic toxicity (Acute or Chronic) - Category 1,"R50 [Company data]
Bioccumulative: ND

Rapidly Degradable: ND
"
_v0_51580-86-0,"Sodium dichloroisocyanurate, dihydrate, >26% in a non hazardous diluent",9.3C,Harmful to terrestrial vertebrates,,"REMARK: Cross referenced to Sodium dichloroisocyanurate, dihydrate CAS# 51580-86-0.
"
_v0_52408-84-1,"Glycerol propoxylate triacrylate, >10% in a non hazardous diluent",6.3A,Irritating to the skin,GHS: Skin corrosion/irritation - Category 2,R PHRASE: R 38 [CHEMWATCH]
_v0_52408-84-1,"Glycerol propoxylate triacrylate, >10% in a non hazardous diluent",6.4A,Irritating to the eye,GHS: Serious eye damage/eye irritation - Category 2,R PHRASE: R 36 [CHEMWATCH]
_v0_5332-73-0,"3-Methoxypropylamine, >25% in a non hazardous diluent",3.1B,Flammable Liquids: high hazard,GHS: Flammable liquids - Category 2,"Flashpoint Value : °C 
Test Method :Closed cup
Boiling Point : °C"
_v0_5332-73-0,"3-Methoxypropylamine, >25% in a non hazardous diluent",6.1D (oral),Acutely toxic,GHS: Acute toxicity: Oral - Category 4,R PHRASE: R 22 [Company Data]
_v0_5332-73-0,"3-Methoxypropylamine, >25% in a non hazardous diluent",6.5B (contact),Contact sensitisers,GHS: Skin sensitization - Category 1,R PHRASE: R 43 [Company Data]
_v0_5332-73-0,"3-Methoxypropylamine, >25% in a non hazardous diluent",8.2B,Corrosive to dermal tissue,GHS: Skin corrosion/irritation - Category 1B,R PHRASE: R 35 [Company Data]
_v0_5332-73-0,"3-Methoxypropylamine, >25% in a non hazardous diluent",9.3C,Harmful to terrestrial vertebrates,,R PHRASE: R 22 [Company Data]
_v0_53408-94-9,"Tin (II) methanesulphonate, >25% in a non hazardous diluent",6.1D (oral),Acutely toxic,GHS: Acute toxicity: Oral - Category 4,R PHRASE: R 22 [ECB]
_v0_53408-94-9,"Tin (II) methanesulphonate, >25% in a non hazardous diluent",6.5B (contact),Contact sensitisers,GHS: Skin sensitization - Category 1,R PHRASE: R 43 [ECB]
_v0_53408-94-9,"Tin (II) methanesulphonate, >25% in a non hazardous diluent",8.2C,Corrosive to dermal tissue,GHS: Skin corrosion/irritation - Category 1C,R PHRASE: R 34 [ECB]
_v0_53408-94-9,"Tin (II) methanesulphonate, >25% in a non hazardous diluent",8.3A,Corrosive to ocular tissue,GHS: Serious eye damage/eye irritation - Category 1,R PHRASE: R 34 [ECB]
_v0_53408-94-9,"Tin (II) methanesulphonate, >25% in a non hazardous diluent",9.3C,Harmful to terrestrial vertebrates,,R PHRASE: R 22 [ECB]
_v0_544-76-3,"Hexadecane, >50% in a non hazardous diluent",6.1E (oral),Acutely toxic,GHS: Acute toxicity: Oral - Category 5,"Classification based on the parent record and mixture rules.
"
_v0_544-76-3,"Hexadecane, >50% in a non hazardous diluent",6.3A,Irritating to the skin,GHS: Skin corrosion/irritation - Category 2," R PHRASE: R 38 [CHEMWATCH]
"
_v0_5470-11-1,"Hydroxylammonium chloride, >26% in a non hazardous diluent",6.1D (oral),Acutely toxic,GHS: Acute toxicity: Oral - Category 4,"R PHRASE: R 22 [Company Data]

"
_v0_5470-11-1,"Hydroxylammonium chloride, >26% in a non hazardous diluent",6.3A,Irritating to the skin,GHS: Skin corrosion/irritation - Category 2,"R PHRASE: R 38 [Company Data]

"
_v0_5470-11-1,"Hydroxylammonium chloride, >26% in a non hazardous diluent",6.4A,Irritating to the eye,GHS: Serious eye damage/eye irritation - Category 2,"R PHRASE: R 36 [Company Data]

"
_v0_5470-11-1,"Hydroxylammonium chloride, >26% in a non hazardous diluent",6.5B (contact),Contact sensitisers,GHS: Skin sensitization - Category 1,R PHRASE: R 43 [Company Data]
_v0_5470-11-1,"Hydroxylammonium chloride, >26% in a non hazardous diluent",6.9A (oral),Toxic to human target organs or systems,GHS: Specific Target Organ Systemic Toxicity - Category 1,"EndPoint: 
Primary Organ: 
R PHRASE: R 48/22 [Company Data]"
_v0_5470-11-1,"Hydroxylammonium chloride, >26% in a non hazardous diluent",9.1A (algal),Very ecotoxic in the aquatic environment,GHS: Aquatic toxicity (Acute or Chronic) - Category 1,"R PHRASE: R 50 [Company Data]
Bioccumulative: ND

Rapidly Degradable: ND
"
_v0_5470-11-1,"Hydroxylammonium chloride, >26% in a non hazardous diluent",9.1A (crustacean),Very ecotoxic in the aquatic environment,GHS: Aquatic toxicity (Acute or Chronic) - Category 1,"R PHRASE: R 50 [Company Data]
Bioccumulative: ND

Rapidly Degradable: ND
"
_v0_5470-11-1,"Hydroxylammonium chloride, >26% in a non hazardous diluent",9.1A (fish),Very ecotoxic in the aquatic environment,GHS: Aquatic toxicity (Acute or Chronic) - Category 1,"R PHRASE: R 50 [Company Data]
Bioccumulative: ND

Rapidly Degradable: ND
"
_v0_5470-11-1,"Hydroxylammonium chloride, >26% in a non hazardous diluent",9.3C,Harmful to terrestrial vertebrates,,R PHRASE: R 22 [Company Data]
_v0_56-93-9,"Benzyltrimethylammonium chloride, >25% in a non hazardous diluent",6.1D (oral),Acutely toxic,GHS: Acute toxicity: Oral - Category 4,"R PHRASE: R 22 [Company Data]
"
_v0_56-93-9,"Benzyltrimethylammonium chloride, >25% in a non hazardous diluent",6.3A,Irritating to the skin,GHS: Skin corrosion/irritation - Category 2,"R PHRASE: R 38 [Company Data]
"
_v0_56-93-9,"Benzyltrimethylammonium chloride, >25% in a non hazardous diluent",6.4A,Irritating to the eye,GHS: Serious eye damage/eye irritation - Category 2,"R PHRASE: R 36 [Company Data]
"
_v0_56-93-9,"Benzyltrimethylammonium chloride, >25% in a non hazardous diluent",9.3C,Harmful to terrestrial vertebrates,,"R PHRASE: R 22 [Company Data]
"
_v0_56189-09-4,"Lead, bis(octadecanoato)dioxodi-, >26% in a non hazardous diluent",6.1D (oral),Acutely toxic,GHS: Acute toxicity: Oral - Category 4,"R PHRASE: R 22 [CHEMWATCH]
"
_v0_56189-09-4,"Lead, bis(octadecanoato)dioxodi-, >26% in a non hazardous diluent",6.8A,Known or presumed human reproductive or developmental toxicants,GHS: Reproductive toxicity - Category 1,"R PHRASE: R 61/62  [CHEMWATCH]
"
_v0_56189-09-4,"Lead, bis(octadecanoato)dioxodi-, >26% in a non hazardous diluent",6.9A (dermal),Toxic to human target organs or systems,GHS: Specific Target Organ Systemic Toxicity - Category 1,"EndPoint: 
Primary Organ: 
R PHRASE: R 48/21 [CHEMWATCH]
"
_v0_56189-09-4,"Lead, bis(octadecanoato)dioxodi-, >26% in a non hazardous diluent",6.9A (inhalation),Toxic to human target organs or systems,GHS: Specific Target Organ Systemic Toxicity - Category 1,"EndPoint: 
Primary Organ: 
R PHRASE: R 48/20 [CHEMWATCH]
"
_v0_56189-09-4,"Lead, bis(octadecanoato)dioxodi-, >26% in a non hazardous diluent",6.9A (oral),Toxic to human target organs or systems,GHS: Specific Target Organ Systemic Toxicity - Category 1,"EndPoint: 
Primary Organ: 
R PHRASE: R 33, R 48/22 [CHEMWATCH]
"
_v0_56189-09-4,"Lead, bis(octadecanoato)dioxodi-, >26% in a non hazardous diluent",9.1A (algal),Very ecotoxic in the aquatic environment,GHS: Aquatic toxicity (Acute or Chronic) - Category 1,"R PHRASE: R 50  [CHEMWATCH]

Bioccumulative: ND

Rapidly Degradable: ND
"
_v0_56189-09-4,"Lead, bis(octadecanoato)dioxodi-, >26% in a non hazardous diluent",9.1A (crustacean),Very ecotoxic in the aquatic environment,GHS: Aquatic toxicity (Acute or Chronic) - Category 1,"R PHRASE: R 50  [CHEMWATCH]

Bioccumulative: ND

Rapidly Degradable: ND
"
_v0_56189-09-4,"Lead, bis(octadecanoato)dioxodi-, >26% in a non hazardous diluent",9.1A (fish),Very ecotoxic in the aquatic environment,GHS: Aquatic toxicity (Acute or Chronic) - Category 1,"R PHRASE: R 50  [CHEMWATCH]

Bioccumulative: ND

Rapidly Degradable: ND
"
_v0_56189-09-4,"Lead, bis(octadecanoato)dioxodi-, >26% in a non hazardous diluent",9.3B,Ecotoxic to terrestrial vertebrates,,"R PHRASE: R 22 [CHEMWATCH]
"
_v0_569-64-2,"Malachite green, >33% in a non hazardous diluent",6.1C (oral),Acutely toxic,GHS: Acute toxicity: Oral - Category 3,"Classification based on the parent record and mixture rules.
"
_v0_569-64-2,"Malachite green, >33% in a non hazardous diluent",6.3A,Irritating to the skin,GHS: Skin corrosion/irritation - Category 2,"Classification based on the pure chemical classification and mixture rules. 
"
_v0_569-64-2,"Malachite green, >33% in a non hazardous diluent",6.8B,Suspected human reproductive or developmental toxicants,GHS: Reproductive toxicity - Category 2,
_v0_569-64-2,"Malachite green, >33% in a non hazardous diluent",8.3A,Corrosive to ocular tissue,GHS: Serious eye damage/eye irritation - Category 1,"Classification based on the pure chemical classification and mixture rules. 
"
_v0_569-64-2,"Malachite green, >33% in a non hazardous diluent",9.1A (crustacean),Very ecotoxic in the aquatic environment,GHS: Aquatic toxicity (Acute or Chronic) - Category 1,"Classification based on the parent record and mixture rules.
Bioccumulative: ND

Rapidly Degradable: ND
"
_v0_569-64-2,"Malachite green, >33% in a non hazardous diluent",9.1A (fish),Very ecotoxic in the aquatic environment,GHS: Aquatic toxicity (Acute or Chronic) - Category 1,"Classification based on the parent record and mixture rules.
Bioccumulative: ND

Rapidly Degradable: ND
"
_v0_569-64-2,"Malachite green, >33% in a non hazardous diluent",9.3B,Ecotoxic to terrestrial vertebrates,,"Classification based on the pure chemical classification and mixture rules. 
"
_v0_57-09-0,"Cetrimonium bromide, >26% in a non hazardous diluent",6.1D (oral),Acutely toxic,GHS: Acute toxicity: Oral - Category 4,"Classification based on the parent record and mixture rules.
"
_v0_57-09-0,"Cetrimonium bromide, >26% in a non hazardous diluent",6.5B (contact),Contact sensitisers,GHS: Skin sensitization - Category 1,"Classification based on the pure chemical classification and mixture rules. 
"
_v0_57-09-0,"Cetrimonium bromide, >26% in a non hazardous diluent",8.2C,Corrosive to dermal tissue,GHS: Skin corrosion/irritation - Category 1C,"Classification based on the pure chemical classification and mixture rules. 
"
_v0_57-09-0,"Cetrimonium bromide, >26% in a non hazardous diluent",8.3A,Corrosive to ocular tissue,GHS: Serious eye damage/eye irritation - Category 1,"Classification based on the pure chemical classification and mixture rules. 
"
_v0_57-09-0,"Cetrimonium bromide, >26% in a non hazardous diluent",9.1A (algal),Very ecotoxic in the aquatic environment,GHS: Aquatic toxicity (Acute or Chronic) - Category 1,"Classification based on the parent record and mixture rules.
Bioccumulative: ND

Rapidly Degradable: ND
"
_v0_57-09-0,"Cetrimonium bromide, >26% in a non hazardous diluent",9.1A (crustacean),Very ecotoxic in the aquatic environment,GHS: Aquatic toxicity (Acute or Chronic) - Category 1,"Classification based on the parent record and mixture rules.
Bioccumulative: ND

Rapidly Degradable: ND
"
_v0_57-09-0,"Cetrimonium bromide, >26% in a non hazardous diluent",9.3B,Ecotoxic to terrestrial vertebrates,,"Classification based on the pure chemical classification and mixture rules. 
"
_v1_57-13-6,"Urea, >26% in a non hazardous diluent",6.1D (oral),Acutely toxic,GHS: Acute toxicity: Oral - Category 4,"Classification based on the parent record and mixture rules.
"
_v1_57-13-6,"Urea, >26% in a non hazardous diluent",6.3B,Mildly irritating to the skin,GHS: Skin corrosion/irritation - Category 3,"Classification based on the pure chemical classification and mixture rules. 
"
_v1_57-13-6,"Urea, >26% in a non hazardous diluent",6.4A,Irritating to the eye,GHS: Serious eye damage/eye irritation - Category 2,"Classification based on the pure chemical classification and mixture rules. 
"
_v1_57-13-6,"Urea, >26% in a non hazardous diluent",9.3C,Harmful to terrestrial vertebrates,,"Classification based on the pure chemical classification and mixture rules. 
"
_v0_573-58-0,"C.I. Direct red 28, >1% in a non hazardous diluent",6.7A,Known or presumed human carcinogens,GHS: Carcinogenicity - Category 1,
_v0_573-58-0,"C.I. Direct red 28, >1% in a non hazardous diluent",6.8B,Suspected human reproductive or developmental toxicants,GHS: Reproductive toxicity - Category 2,
_v0_584-08-7,"Potassium carbonate, >10% in a non hazardous diluent",6.3A,Irritating to the skin,GHS: Skin corrosion/irritation - Category 2,"R PHRASE: R 38 [Company Data]
"
_v0_584-08-7,"Potassium carbonate, >10% in a non hazardous diluent",6.4A,Irritating to the eye,GHS: Serious eye damage/eye irritation - Category 2,"R PHRASE: R 36 [Company Data]
"
_v0_593-56-6,"Methoxyammonium chloride, >25% in a non hazardous diluent",6.1D (oral),Acutely toxic,GHS: Acute toxicity: Oral - Category 4,"Classification based on the parent record and mixture rules.
"
_v0_593-56-6,"Methoxyammonium chloride, >25% in a non hazardous diluent",6.5B (contact),Contact sensitisers,GHS: Skin sensitization - Category 1,"R PHRASE: R 43 [Company Data]
"
_v0_593-56-6,"Methoxyammonium chloride, >25% in a non hazardous diluent",8.2C,Corrosive to dermal tissue,GHS: Skin corrosion/irritation - Category 1C,"R PHRASE: R 34 [Company Data]
"
_v0_593-56-6,"Methoxyammonium chloride, >25% in a non hazardous diluent",8.3A,Corrosive to ocular tissue,GHS: Serious eye damage/eye irritation - Category 1,"R PHRASE: R 34 [Company Data]
"
_v0_593-56-6,"Methoxyammonium chloride, >25% in a non hazardous diluent",9.3C,Harmful to terrestrial vertebrates,,"R-PHRASE: R 22. [Company data]
"
_v0_5949-29-1,"Citric acid, monohydrate, >10% in a non hazardous diluent",6.3B,Mildly irritating to the skin,GHS: Skin corrosion/irritation - Category 3,"REMARK: Calculated using the hazard classification of the pure substance (Citric acid, monohydrate CAS # 5949-29-1) and mixture rules. 
"
_v0_5949-29-1,"Citric acid, monohydrate, >10% in a non hazardous diluent",8.3A,Corrosive to ocular tissue,GHS: Serious eye damage/eye irritation - Category 1,"REMARK: Calculated using the hazard classification of the pure substance (Citric acid, monohydrate CAS # 5949-29-1) and mixture rules. 
"
_v0_5989-27-5,"Limonene, D-, >26 - 50% in a non hazardous diluent",3.1C,Flammable Liquids: medium hazard,GHS: Flammable liquids - Category 3,"Flashpoint Value : °C 
Test Method :Closed cup
Boiling Point : °C"
_v0_5989-27-5,"Limonene, D-, >26 - 50% in a non hazardous diluent",6.3B,Mildly irritating to the skin,GHS: Skin corrosion/irritation - Category 3,"CROSS REFERENCE: Cas #5989-27-5 ID 1920

SPECIES:
RESULT: Irritant
REFERENCE SOURCE: [OPP RED]
"
_v0_5989-27-5,"Limonene, D-, >26 - 50% in a non hazardous diluent",6.4A,Irritating to the eye,GHS: Serious eye damage/eye irritation - Category 2,"CROSS REFERENCE: Limonene, D- (Cas #5989-27-5) 

SPECIES: Rabbit
RESULT: Irritant
REFERENCE SOURCE: Nord PG:105-35 YR:1993 [toxline]
"
_v0_5989-27-5,"Limonene, D-, >26 - 50% in a non hazardous diluent",6.5B (contact),Contact sensitisers,GHS: Skin sensitization - Category 1,"CROSS REFERENCE: Limonene, D- (Cas #5989-27-5) 

R PHRASE: R 43 [iuclid 2000]
"
_v0_5989-27-5,"Limonene, D-, >26 - 50% in a non hazardous diluent",9.1A (crustacean),Very ecotoxic in the aquatic environment,GHS: Aquatic toxicity (Acute or Chronic) - Category 1,"Classification based on the parent record and mixture rules.
Bioccumulative: ND

Rapidly Degradable: ND
"
_v0_5989-27-5,"Limonene, D-, >26 - 50% in a non hazardous diluent",9.1A (fish),Very ecotoxic in the aquatic environment,GHS: Aquatic toxicity (Acute or Chronic) - Category 1,"Classification based on the parent record and mixture rules.
Bioccumulative: ND

Rapidly Degradable: ND
"
_v0_5989-27-5,"Limonene, D-, >26 - 50% in a non hazardous diluent",9.2B,Ecotoxic in the soil environment,,"
Soil DT 50 > 30 days: ND
"
_v2_5989-27-5,"Limonene, D-, >50% in a non hazardous diluent",3.1C,Flammable Liquids: medium hazard,GHS: Flammable liquids - Category 3,"Flashpoint Value : °C 
Test Method :Closed cup
Boiling Point : °C"
_v2_5989-27-5,"Limonene, D-, >50% in a non hazardous diluent",6.1E (oral),Acutely toxic,GHS: Acute toxicity: Oral - Category 5,"Classification based on the parent record and mixture rules.
"
_v2_5989-27-5,"Limonene, D-, >50% in a non hazardous diluent",6.3B,Mildly irritating to the skin,GHS: Skin corrosion/irritation - Category 3,"CROSS REFERENCE: Limonene, D- Cas #5989-27-5 

SPECIES:
RESULT: Irritant
REFERENCE SOURCE: [OPP RED]
"
_v2_5989-27-5,"Limonene, D-, >50% in a non hazardous diluent",6.4A,Irritating to the eye,GHS: Serious eye damage/eye irritation - Category 2,"CROSS REFERENCE: Limonene, D- (Cas #5989-27-5)

SPECIES: Rabbit
RESULT: Irritant
REFERENCE SOURCE: Nord PG:105-35 YR:1993 [toxline]
"
_v2_5989-27-5,"Limonene, D-, >50% in a non hazardous diluent",6.5B (contact),Contact sensitisers,GHS: Skin sensitization - Category 1,"CROSS REFERENCE: Limonene, D- (Cas #5989-27-5) 

R PHRASE: R 43 [iuclid 2000]


"
_v2_5989-27-5,"Limonene, D-, >50% in a non hazardous diluent",9.1A (crustacean),Very ecotoxic in the aquatic environment,GHS: Aquatic toxicity (Acute or Chronic) - Category 1,"Classification based on the parent record and mixture rules.
Bioccumulative: ND

Rapidly Degradable: ND
"
_v2_5989-27-5,"Limonene, D-, >50% in a non hazardous diluent",9.1A (fish),Very ecotoxic in the aquatic environment,GHS: Aquatic toxicity (Acute or Chronic) - Category 1,"Classification based on the parent record and mixture rules.
Bioccumulative: ND

Rapidly Degradable: ND
"
_v2_5989-27-5,"Limonene, D-, >50% in a non hazardous diluent",9.2B,Ecotoxic in the soil environment,,"
Soil DT 50 > 30 days: ND
"
_v1_6147-53-1,"Cobalt (II) acetate, tetrahydrate, >25% in a non hazardous diluent",6.1D (oral),Acutely toxic,GHS: Acute toxicity: Oral - Category 4,"Classification based on the parent record and mixture rules.
"
_v1_6147-53-1,"Cobalt (II) acetate, tetrahydrate, >25% in a non hazardous diluent",6.5A (respiratory),Respiratory sensitisers,GHS: Respiratory sensitization - Category 1,"R PHRASE: R 42/43 [Company Data]
"
_v1_6147-53-1,"Cobalt (II) acetate, tetrahydrate, >25% in a non hazardous diluent",6.5B (contact),Contact sensitisers,GHS: Skin sensitization - Category 1,"R PHRASE: R 42/43 [Company Data]
"
_v1_6147-53-1,"Cobalt (II) acetate, tetrahydrate, >25% in a non hazardous diluent",6.7B,Suspected human carcinogens,GHS: Carcinogenicity - Category 2,"
R PHRASE: R 40[Company Data]
"
_v1_6147-53-1,"Cobalt (II) acetate, tetrahydrate, >25% in a non hazardous diluent",9.1A (algal),Very ecotoxic in the aquatic environment,GHS: Aquatic toxicity (Acute or Chronic) - Category 1,"R50 [Company data]
Bioccumulative: ND

Rapidly Degradable: ND
"
_v1_6147-53-1,"Cobalt (II) acetate, tetrahydrate, >25% in a non hazardous diluent",9.1A (crustacean),Very ecotoxic in the aquatic environment,GHS: Aquatic toxicity (Acute or Chronic) - Category 1,"R50 [Company data]
Bioccumulative: ND

Rapidly Degradable: ND
"
_v1_6147-53-1,"Cobalt (II) acetate, tetrahydrate, >25% in a non hazardous diluent",9.1A (fish),Very ecotoxic in the aquatic environment,GHS: Aquatic toxicity (Acute or Chronic) - Category 1,"R50 [Company data]
Bioccumulative: ND

Rapidly Degradable: ND
"
_v1_6147-53-1,"Cobalt (II) acetate, tetrahydrate, >25% in a non hazardous diluent",9.3C,Harmful to terrestrial vertebrates,,R-PHRASE: R 22. [Company data]
_v2_6153-56-6,"Oxalic acid, dihydrate, >5 - 9% in a non hazardous diluent",8.2C,Corrosive to dermal tissue,GHS: Skin corrosion/irritation - Category 1C,"REMARK: Classification calculated using the hazard classification of the pure substance (Oxalic acid dehydrate CAS # 6153-56-6) and mixture rules. 
"
_v2_6153-56-6,"Oxalic acid, dihydrate, >5 - 9% in a non hazardous diluent",8.3A,Corrosive to ocular tissue,GHS: Serious eye damage/eye irritation - Category 1,"REMARK: Classification calculated using the hazard classification of the pure substance (Oxalic acid dehydrate CAS # 6153-56-6) and mixture rules. 
"
_v0_61789-40-0,"Cocoamido betaine, >26 - 49% in a non hazardous diluent",6.3A,Irritating to the skin,GHS: Skin corrosion/irritation - Category 2,"Classification based on the pure chemical classification and mixture rules. 
"
_v0_61789-40-0,"Cocoamido betaine, >26 - 49% in a non hazardous diluent",6.4A,Irritating to the eye,GHS: Serious eye damage/eye irritation - Category 2,"Classification based on the pure chemical classification and mixture rules. 
"
_v0_61789-40-0,"Cocoamido betaine, >26 - 49% in a non hazardous diluent",9.1A (algal),Very ecotoxic in the aquatic environment,GHS: Aquatic toxicity (Acute or Chronic) - Category 1,"Classification based on the parent record and mixture rules.
Bioccumulative: ND

Rapidly Degradable: ND
"
_v0_61789-40-0,"Cocoamido betaine, >26 - 49% in a non hazardous diluent",9.1D (crustacean),Slightly harmful in the aquatic environment or are otherwise designed for biocidal action,GHS: Aquatic toxicity - Category 2-3 (Acute) or Category 4 (Chronic),"Classification based on the parent record and mixture rules.
Bioccumulative: ND

Rapidly Degradable: ND
"
_v0_61789-40-0,"Cocoamido betaine, >26 - 49% in a non hazardous diluent",9.1D (fish),Slightly harmful in the aquatic environment or are otherwise designed for biocidal action,GHS: Aquatic toxicity - Category 2-3 (Acute) or Category 4 (Chronic),"Classification based on the parent record and mixture rules.
Bioccumulative: ND

Rapidly Degradable: ND
"
_v0_61791-24-0,"Soya alkylamine, ethoxylated, >26% in a non hazardous diluent",6.1D (oral),Acutely toxic,GHS: Acute toxicity: Oral - Category 4,"Classification based on the parent record and mixture rules.
"
_v0_61791-24-0,"Soya alkylamine, ethoxylated, >26% in a non hazardous diluent",9.1A (fish),Very ecotoxic in the aquatic environment,GHS: Aquatic toxicity (Acute or Chronic) - Category 1,"Classification based on the parent record and mixture rules.
Bioccumulative: ND

Rapidly Degradable: ND
"
_v0_61791-24-0,"Soya alkylamine, ethoxylated, >26% in a non hazardous diluent",9.1B (crustacean),Very ecotoxic in the aquatic environment,GHS: Aquatic toxicity (Chronic) - Category 2,"Classification based on the parent record and mixture rules.
Bioccumulative: ND

Rapidly Degradable: ND
"
_v0_61791-42-2,"Sodium methyl cocoyl taurate, >10% in a non hazardous diluent",6.4A,Irritating to the eye,GHS: Serious eye damage/eye irritation - Category 2,"R PHRASE: R 36 [Company Data]
"
_v0_621-82-9,"Cinnamic acid, >10% in a non hazardous diluent",6.3A,Irritating to the skin,GHS: Skin corrosion/irritation - Category 2,R PHRASE: R 38 [CHEMWATCH]
_v0_621-82-9,"Cinnamic acid, >10% in a non hazardous diluent",6.4A,Irritating to the eye,GHS: Serious eye damage/eye irritation - Category 2,R PHRASE: R 36 [CHEMWATCH]
_v0_631-61-8,"Ammonium acetate, >10% in a non hazardous diluent",6.3B,Mildly irritating to the skin,GHS: Skin corrosion/irritation - Category 3,Classification based on the pure chemical classification and mixture rules. 
_v0_631-61-8,"Ammonium acetate, >10% in a non hazardous diluent",6.4A,Irritating to the eye,GHS: Serious eye damage/eye irritation - Category 2,Classification based on the pure chemical classification and mixture rules. 
_v0_63449-41-2,"Alkyl dimethyl benzyl ammonium chloride, >26% in a non hazardous diluent",6.1C (dermal),Acutely toxic,GHS: Acute toxicity: Dermal - Category 3,R PHRASE: R 21 [Company Data]
_v0_63449-41-2,"Alkyl dimethyl benzyl ammonium chloride, >26% in a non hazardous diluent",6.1C (oral),Acutely toxic,GHS: Acute toxicity: Oral - Category 3,R PHRASE: R 22 [Company Data]
_v0_63449-41-2,"Alkyl dimethyl benzyl ammonium chloride, >26% in a non hazardous diluent",6.5A (respiratory),Respiratory sensitisers,GHS: Respiratory sensitization - Category 1,"CROSS REFERENCE: Benzalkonium chloride
CAS #8001-54-5
                                    
RESPIRATORY
SPECIES:
RESULT: In acute cases pulmonary oedema resulting from aspiration, dyspnea and cyanosis due to paralysis of the respiratory muscles, bronchoconstriction, cough can occur.
REFERENCE SOURCE: (Adelson & Sunshine, 1952; Chataigner et al., 1991;Chan 1994).

"
_v0_63449-41-2,"Alkyl dimethyl benzyl ammonium chloride, >26% in a non hazardous diluent",6.5B (contact),Contact sensitisers,GHS: Skin sensitization - Category 1,"CROSS REFERENCE: Benzalkonium chloride
CAS #8001-54-5
                                    
CONTACT
SPECIES:
RESULT: No significant irritation or sensitization was found in subjects exposed to low concentrations of benzalkonium-chloride.
REFERENCE SOURCE: Final Report on the Safety Assessment of Benzalkonium Chloride. Anonymous . Journal of the American College of Toxicology, Vol. 8, No. 4, pages 589-625, 96 references, 1989  [TOXLINE]

EXPERT JUDGEMENT: 6.5B when conc of solution is >0.1% benalkonium Chloride

Final Report on the Safety Assessment of Benzalkonium Chloride. Anonymous . Journal of the American College of Toxicology, Vol. 8, No. 4, pages 589-625, 96 references, 1989  [TOXLINE]

6.5B when conc of solution is >0.1% benalkonium Chloride


                                 RESPIRATORY
SPECIES:
RESULT: In acute cases pulmonary oedema resulting from aspiration, dyspnea and cyanosis due to paralysis of the respiratory muscles, bronchoconstriction, cough can occur.
REFERENCE SOURCE: (Adelson & Sunshine, 1952; Chataigner et al., 1991;Chan 1994).

"
_v0_63449-41-2,"Alkyl dimethyl benzyl ammonium chloride, >26% in a non hazardous diluent",6.9B (dermal),Harmful to human target organs or systems,GHS: Specific Target Organ Systemic Toxicity - Category 2,"EndPoint: 
Primary Organ: 
CROSS REFERENCE: Benzalkonium chloride CAS #8001-54-5
                                    
"
_v0_63449-41-2,"Alkyl dimethyl benzyl ammonium chloride, >26% in a non hazardous diluent",8.2C,Corrosive to dermal tissue,GHS: Skin corrosion/irritation - Category 1C,"R PHRASE: R 34 [Company Data]
"
_v0_63449-41-2,"Alkyl dimethyl benzyl ammonium chloride, >26% in a non hazardous diluent",8.3A,Corrosive to ocular tissue,GHS: Serious eye damage/eye irritation - Category 1,"R PHRASE: R 34 [Company Data]
"
_v0_63449-41-2,"Alkyl dimethyl benzyl ammonium chloride, >26% in a non hazardous diluent",9.1A (algal),Very ecotoxic in the aquatic environment,GHS: Aquatic toxicity (Acute or Chronic) - Category 1,"R PHRASE: R 50 [Company Data]

Bioccumulative: ND

Rapidly Degradable: ND
"
