CASRN,Name,Hazard class,Classification,Symbol,Signal word,Hazard statement,Rationale for classification,Date of classification
71-36-3,1-Butanol,Flammable gases,Not applicable,-,-,-,Liquid (GHS definition),"Feb. 20, 2007 (Environmental Hazards: Feb. 10, 2006)"
756-79-6,"Phosphonic acid, methyl-, dimethyl ester",Flammable gases,Not applicable,-,-,-,Liquid (GHS definition),"Apr. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
3811-04-9,Potassium chlorate,Flammable gases,Not applicable,-,-,-,Solid (GHS definition),"Mar. 23, 2006"
28300-74-5,"Antimonate(2-), bis[mu-[2,3-di(hydroxy-kappaO)butanedioato(4-)-kappaO1:kappaO4]]di-, dipotassium, trihydrate, stereoisomer",Flammable gases,Not applicable,-,-,-,Solid (GHS definition),"Aug. 22, 2006 (Environmental Hazards: Mar. 31, 2006)"
75-79-0,"2,2-Dichloropropionic acid",Flammable gases,Not applicable,-,-,-,Solid (GHS definition),"Mar. 15, 2007 (Environmental Hazards: Mar. 31, 2006)"
108-45-2,m-Phenylenediamine,Flammable gases,Not applicable,,,,"Classified as ""solid"" according to GHS definition","Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
114-26-1,2-isopropyloxyphenyl N-methylcarbamate,Flammable gases,Not applicable,-,-,-,Solid (GHS definition),"Jun. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
602-01-7,"2,3-Dinitrotoluene",Flammable gases,Not applicable,,,,"Classified as ""solid"" according to GHS definition","Aug. 22, 2006 (Environmental Hazards: Mar. 31, 2006)"
1321-74-0,"Benzene, diethenyl-",Flammable gases,Not applicable,-,-,-,Liquid (GHS definition),"Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
1313-82-2,Disodium sulfide,Flammable gases,Not applicable,-,-,-,Solid (GHS definition),"Mar. 23, 2006 (Environmental Hazards: Feb. 10, 2006)"
106-87-6,7-oxa-3-oxiranylbicyclo[4.1.0]heptane,Flammable gases,Not applicable,-,-,-,Liquid (GHS definition),"Oct. 1, 2005 (Environmental Hazards: Mar. 31, 2006)"
1310-32-3,iron selenide,Flammable gases,Not applicable,-,-,-,Solid (GHS definition),"May 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
118-74-1,"Benzene, hexachloro-",Flammable gases,Not applicable,-,-,-,Solid (GHS definition),"Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
822-06-0,Hexamethylene diisocyanate,Flammable gases,Not applicable,,,,"Classified as ""liquid"" according to GHS definition","Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
1897-45-6,Tetrachloroisophthalonitrile,Flammable gases,Not applicable,,,,"Classified as ""solid"" according to GHS definition ","Dec. 18, 2006 (Environmental Hazards: Mar. 31, 2006)"
26447-14-3,2-[(Tolyloxy)methyl]oxirane,Flammable gases,Not applicable,-,-,-,Liquid,2009.3.31
107-19-7,2-Propyn-1-ol,Flammable gases,Not applicable,-,-,-,Liquid (GHS definition),"Oct. 1, 2005 (Environmental Hazards: Mar. 31, 2006)"
151-50-8,Potassium cyanide,Flammable gases,Not applicable,,,,"Classified as ""solid"" according to GHS definition","Mar. 23, 2006 (Environmental Hazards: Feb. 10, 2006)"
10588-01-9,Sodium dichromate,Flammable gases,Not applicable,-,-,-,Solid (GHS definition),"Mar. 23, 2006 (Environmental Hazards: Feb. 10, 2006)"
11054-70-9,Lasalocid,Flammable gases,Not applicable,-,-,-,Solid (GHS definition),"Dec. 18, 2006 (Environmental Hazards: Mar. 31, 2006)"
2074-50-2,paraquat-dimethylsulfate,Flammable gases,Not applicable,-,-,-,Solid (GHS definition),"Jun. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
109-86-4,Ethylene glycol monomethyl ether,Flammable gases,Not applicable,,,,"Classified as ""liquid"" according to GHS definition","Mar. 23, 2006 (Environmental Hazards: Feb. 10, 2006)"
98-00-0,2-Furanmethanol,Flammable gases,Not applicable,-,-,-,Liquid (GHS definition),"May 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
54-64-8,thiomersal,Flammable gases,Not applicable,-,-,-,Solid (GHS definition),"May 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
504-29-0,2-Pyridinamine,Flammable gases,Not applicable,-,-,-,Solid (GHS definition),"Apr. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
74-96-4,"Ethane, bromo-",Flammable gases,Not applicable,-,-,-,Liquid (GHS definition),"Jun. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
591-78-6,hexan-2-one,Flammable gases,Not applicable,-,-,-,Liquid (GHS definition),"Mar. 23, 2006 (Environmental Hazards: Feb. 10, 2006)"
379-52-2,fentin fluoride,Flammable gases,Not applicable,-,-,-,Solid (GHS definition),"Feb. 20, 2007 (Environmental Hazards: Mar. 31, 2006)"
4016-24-4,Sodium 1-(methoxycarbonyl)pentadecane-1-sulfonate,Flammable gases,Not applicable,-,-,-,Solid,2009.3.31
108-42-9,m-Chloroaniline,Flammable gases,Not applicable,,,,"Classified as ""liquid"" according to GHS definition","May 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
ID1325,Carboxylic acids(higher fatty acids) barium salts,Flammable gases,Not applicable,-,-,-,Solid (GHS definition),"Feb. 20, 2007 (Environmental Hazards: Mar. 31, 2006)"
3347-22-6,"2,3-dicyano-1,4-dithiaanthraquinone",Flammable gases,Not applicable,,,,"Classified as ""solid"" according to GHS definition ","Dec. 18, 2006 (Environmental Hazards: Mar. 31, 2006)"
2210-79-9,"2,3-epoxypropyl o-tolyl ether",Flammable gases,,,,,0.0,2008.03.21
101-61-1,"4,4'-Methylenebis(N,N-dimethylaniline)",Flammable gases,Not applicable,,,,"Classified as ""solid"" according to GHS definition ","Sep. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
65-30-5,nicotine sulphate,Flammable gases,Not applicable,-,-,-,Solid (GHS definition),"Dec. 18, 2006 (Environmental Hazards: Mar. 31, 2006)"
81-81-2,Warfarin,Flammable gases,Not applicable,-,-,-,Solid (GHS definition),"Feb. 20, 2007 (Environmental Hazards: Mar. 31, 2006)"
7784-42-1,Arsine,Flammable gases,Category 1,,,,Based on the description in ICSC (2004): the lower explosion limit is 4.5vol%. Classified into Division 2.1 (UN#2188) (UN Recommendations on the Transport of Dangerous Goods),"Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
111-69-3,Adiponitrile,Flammable gases,Not applicable,,,,"Classified as ""liquid"" according to GHS definition","Apr. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
1313-99-1,Nickel monoxide,Flammable gases,Not applicable,,,,"Classified as ""solid"" according to GHS definition","Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
64741-88-4,"Distillates (petroleum), solvent-refined heavy paraffinic; Distillates (petroleum), solvent-refined light naphthenic; Lubricating oils (petroleum), C15-30, hydrotreated neutral oil-based; Lubricating oils (petroleum), C20-50, hydrotreated neutral oil-based; Petroleum; Paraffin oils",Flammable gases,Not applicable,-,-,-,Liquid (room temperature),"Feb. 20, 2007 (Environmental Hazards: Mar. 31, 2006)"
10101-63-0,Lead diiodide,Flammable gases,Not applicable,,,,"Classified as ""solid"" according to GHS definition","Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
60-29-7,"Ethane, 1,1'-oxybis",Flammable gases,Not applicable,-,-,-,Liquid (GHS definition),"Jul. 24, 2006 (Environmental Hazards: Feb. 10, 2006)"
59669-26-0,"dimethyl N,N'-[thiobis[(methylimino)carbonyloxy]]bis(thioimidoacetate)",Flammable gases,Not applicable,-,-,-,Solid (GHS definition),"Oct. 23, 2006 (Environmental Hazards: Mar. 31, 2006)"
75-50-3,Trimethylamine,Flammable gases,Category 1,-,Danger,Extremely flammable gas,Ignitable when in a mixture of 13% or less by volume in air. UNRTDG Class: 2.1,"Jun. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
78-34-2,dioxathion,Flammable gases,Not applicable,-,-,-,Liquid (GHS definition),"Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
100-21-0,Terephthalic Acid,Flammable gases,Not applicable,,,,"Classified as ""solid"" according to GHS definition","Jun. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
85-68-7,n-Butyl benzyl phthalate,Flammable gases,Not applicable,,,,"Classified as ""liquid"" according to GHS definition","Aug. 22, 2006 (Environmental Hazards: Mar. 31, 2006)"
76-06-2,Trichloronitromethane; Chloropicrin,Flammable gases,Not applicable,,,,"Classified as ""liquid"" according to GHS definition","Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
1333-74-0,Hydrogen,Flammable gases,Category 1,-,Danger,Extremely flammable gas,Ignitable when in a mixture of 13% or less by volume in air. UNRTDG Class: 2.1,"Mar. 23, 2006"
1643-20-5,"N,N-Dimethyldodecylamine N-oxide",Flammable gases,Not applicable,,,,"Classified as ""solid"" according to GHS definition","Jun. 20, 2006 (Environmental Hazards: Jan. 25, 2007)"
143-08-8,Nonan-1-ol,Flammable gases,Not applicable,-,-,-,Liquid,2009.3.31
77458-01-6,O-1-(4-Chlorophenyl)-4-pyrazolyl O-ethyl S-propyl phosphorothioate; Pyraclofos,Flammable gases,Not applicable,,,,"Classified as ""liquid"" according to GHS definition  ","Oct. 23, 2006 (Environmental Hazards: Mar. 31, 2006)"
22248-79-9,"(Z)-2-chloro-1-(2,4,5-trichlorophenyl)vinyl dimethyl phosphate",Flammable gases,Not applicable,,,,"Classified as ""solid"" according to GHS definition ","Nov. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
25323-30-2,Dichloroethylene,Flammable gases,Not applicable,,,,"Classified as ""liquid"" according to GHS definition","Jun. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
76-12-0,"tetrachloro-1,2-difluoroethane",Flammable gases,Not applicable,-,-,-,Solid (GHS definition),"Aug. 22, 2006 (Environmental Hazards: Mar. 31, 2006)"
14486-20-5,antimony(3+) tetrafluoroborate(1-),Flammable gases,Not applicable,-,-,-,Liquid (GHS definition),"Aug. 22, 2006 (Environmental Hazards: Mar. 31, 2006)"
106-88-7,"Butane, 1,2-epoxy-",Flammable gases,Not applicable,-,-,-,Liquid (GHS definition),"Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
142-04-1,anilinium chloride,Flammable gases,Not applicable,-,-,-,Solid (GHS definition),"May 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
1305-62-0,Calcium dihydroxide,Flammable gases,Not applicable,-,-,-,Solid (GHS definition),"Jun. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
3618-72-2,"5'-[N,N-Bis(2-acetyloxyethyl)amino]-2'-(2-bromo-4,6-dinitrophenylazo)-4'-methoxyacetanilide",Flammable gases,Not applicable,,,,"Classified as ""solid"" according to GHS definition ","Sep. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
7778-54-3,Calcium hypochlorite,Flammable gases,Not applicable,-,-,-,Solid (GHS definition),"Feb. 20, 2007 (Environmental Hazards: Mar. 23, 2006)"
36536-46-6,4-methyloxetan-2-one; (+/-)-4-methyloxetan-2-one,Flammable gases,Not applicable,-,-,-,Liquid (GHS definition),"Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
10294-34-5,boron trichloride,Flammable gases,Not classified,-,-,-,"Non-combustible (ICSC(J), 1997)","Mar. 15, 2007 (Environmental Hazards: Mar. 31, 2006)"
7803-62-5,silane,Flammable gases,Category 1,-,Danger,Extremely flammable gas,Category 1 because the lower flammable limit is 1.37-100 vol%.,"Mar. 15, 2007 (Environmental Hazards: Mar. 31, 2006)"
814-94-8,tin(II) oxalate,Flammable gases,Not applicable,-,-,-,Solid (GHS definition),"Nov. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
118-52-5,"2,4-Imidazolidinedione, 1,3-dichloro-5,5-dimethyl-",Flammable gases,Not applicable,-,-,-,Solid (GHS definition),"Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
6923-22-4,monocrotophos,Flammable gases,Not applicable,-,-,-,Solid (GHS definition),"Jun. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
86598-92-7,"4-chlorobenzyl N-(2,4-dichlorophenyl)-2-(1H-1,2,4-triazol-1-yl)thioacetimidate",Flammable gases,Not applicable,,,,"Classified as ""solid"" according to GHS definition ","Dec. 18, 2006 (Environmental Hazards: Mar. 31, 2006)"
108-10-1,Methyl isobutyl ketone,Flammable gases,Not applicable,-,-,-,Liquid (GHS definition),"Mar. 23, 2006 (Environmental Hazards: Feb. 10, 2006)"
96-09-3,"Oxirane, phenyl-",Flammable gases,Not applicable,-,-,-,Liquid (GHS definition),"Aug. 18, 2006 (Environmental Hazards: Mar. 31, 2006)"
122-34-9,"2-chloro-4,6-bis(ethylamino)-1,3,5-triazine",Flammable gases,Not applicable,,,,"Classified as ""solid"" according to GHS definition ","Dec. 18, 2006 (Environmental Hazards: Mar. 31, 2006)"
13516-27-3,"1,1'-[Iminodi(octamethylene)]diguanidine; Iminoctadine",Flammable gases,Not applicable,,,,"Classified as ""solid"" according to GHS definition ","Oct. 23, 2006 (Environmental Hazards: Mar. 31, 2006)"
1327-53-3,Diarsenic trioxide,Flammable gases,Not applicable,,,,"Classified as ""solid"" according to GHS definition","Mar. 23, 2006 (Environmental Hazards: Feb. 10, 2006)"
640-67-5,"Manganese, [ethanedioato(2-)-kappaO1,kappaO2]-",Flammable gases,Not applicable,-,-,-,Solid (GHS definition),"Nov. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
288-88-0,"1,2,4-triazole",Flammable gases,,,,,0.0,2008.03.26
10294-33-4,boron tribromide,Flammable gases,Not applicable,-,-,-,Liquid (GHS definition),"Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
109-64-8,"1,3-Dibromopropane",Flammable gases,Not applicable,,,,"Classified as ""liquid"" according to GHS definition  ","Sep. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
60-57-1,dieldrin,Flammable gases,Not applicable,-,-,-,Solid (GHS definition),"Jun. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
74-93-1,Methanethiol,Flammable gases,Category 1,-,Danger,Extremely flammable gas,Flammable range with air is 3.9-21.8 vol%.,"Aug. 18, 2006 (Environmental Hazards: Mar. 31, 2006)"
75-86-5,"Propanenitrile, 2-hydroxy-2-methyl-",Flammable gases,Not applicable,-,-,-,Liquid (GHS definition),"Jun. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
7447-39-4,Copper dichloride,Flammable gases,Not applicable,,,,"Classified as ""solid"" according to GHS definition","Jun. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
78-59-1,"2-Cyclohexen-1-one, 3,5,5-trimethyl-",Flammable gases,Not applicable,-,-,-,Liquid (GHS definition),"Jun. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
109-61-5,propyl chloroformate,Flammable gases,Not applicable,-,-,-,Liquid (GHS definition),"Mar. 15, 2007 (Environmental Hazards: Mar. 31, 2006)"
121-75-5,Malathon,Flammable gases,Not applicable,-,-,-,Liquid (GHS definition),"Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
97-88-1,n-Butyl methacrylate,Flammable gases,Not applicable,,,,"Classified as ""liquid"" according to GHS definition","Aug. 22, 2006 (Environmental Hazards: Mar. 31, 2006)"
74-90-8,Hydrogen cyanide,Flammable gases,Not applicable,,,,"Classified as ""liquid"" according to GHS definition","Jun. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
50-29-3,D.D.T.,Flammable gases,Not applicable,-,-,-,Solid (GHS definition),"Jun. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
78-79-5,Isoprene,Flammable gases,Not applicable,,,,"Classified as ""liquid"" according to GHS definition","Apr. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
18854-01-8,"O,O-Diethyl O-5-phenyl-3-isoxazolyl phosphorothioate; Isoxathion  ",Flammable gases,Not applicable,,,,"Classified as ""liquid"" according to GHS definition","Nov. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
63935-38-6,"alpha-cyano-3-phenoxybenzyl 2,2-dichloro-1-(4-ethoxyphenyl)cyclopropanecarboxylate",Flammable gases,Not applicable,,,,"Classified as ""liquid"" according to GHS definition ","Dec. 18, 2006 (Environmental Hazards: Mar. 31, 2006)"
1310-66-3,Lithium hydroxide monohydrate,Flammable gases,Not applicable,-,-,-,Solid (GHS definition),"Jun. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
77-78-1,Dimethyl sulfate,Flammable gases,Not applicable,-,-,-,Liquid (GHS definition),"Feb. 20, 2007 (Environmental Hazards: Feb. 10, 2006)"
25103-58-6,tert-Dodecanethiol,Flammable gases,Not applicable,-,-,-,Liquid,2009.3.31
74-88-4,iodomethane,Flammable gases,Not applicable,-,-,-,Liquid (GHS definition),"Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
7440-48-4,Cobalt,Flammable gases,Not applicable,,,,"Classified as ""solid"" according to GHS definition","May 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
137-05-3,mecrilate,Flammable gases,Not applicable,-,-,-,Liquid (GHS definition),"May 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
111-44-4,"Ether, bis(2-chloroethyl)-",Flammable gases,Not applicable,-,-,-,Liquid (GHS definition),"Jun. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
100-40-3,4-Vinyl-1-cyclohexene,Flammable gases,Not applicable,,,,"Classified as ""liquid"" according to GHS definition","Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
56-55-3,Benz[a]anthracene,Flammable gases,Not applicable,-,-,-,Solid (GHS definition),"Jun. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
99-35-4,"1,3,5-trinitrobenzene",Flammable gases,Not applicable,-,-,-,Solid (GHS definition),"Mar. 23, 2006"
107-11-9,allylamine,Flammable gases,Not applicable,-,-,-,Liquid (GHS definition),"Mar. 15, 2007 (Environmental Hazards: May 24, 2006)"
2867-47-2,2-(Dimethylamino)ethyl methacrylate,Flammable gases,Not applicable,,,,"Classified as ""liquid"" according to GHS definition","Aug. 22, 2006 (Environmental Hazards: Mar. 31, 2006)"
95-53-4,o-Toluidine,Flammable gases,Not applicable,,,,"Classified as ""liquid"" according to GHS definition","Jun. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
1320-37-2,Dichlorotetrafluoroethane,Flammable gases,Not classified,,,,"Non-flammable (1,1-form) (HSDB, 2006); non-combustible (1,2-form) (ICSC, 1999)","Sep. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
555-34-0,trisodium trioxalatoferrate,Flammable gases,Not applicable,-,-,-,Solid (GHS definition),"Nov. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
160430-64-8,N1-[(6-Chloro-3-pyridyl)methyl]-N2-cyano-N1-methylacetamidine,Flammable gases,Not applicable,-,-,-,Solid (GHS definition),"Sep. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
50-78-2,Aspirin,Flammable gases,Not applicable,-,-,-,Solid (GHS definition),"Jun. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
10022-31-8,Barium nitrate,Flammable gases,Not applicable,,,,"Classified as ""solid"" according to GHS definition","Aug. 22, 2006 (Environmental Hazards: Mar. 31, 2006)"
21041-95-2,Cadmium hydroxide,Flammable gases,Not applicable,,,,"Classified as ""solid"" according to GHS definition","May 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
637-92-3,"Propane, 2-ethoxy-2-methyl-",Flammable gases,Not applicable,-,-,-,Liquid (GHS definition),"Apr. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
611-19-8,1-Chloro-2-(chloromethyl)benzene,Flammable gases,Not applicable,-,-,-,Liquid,2009.3.31
505-60-2,"Ethane, 1,1'-thiobis[2-chloro-",Flammable gases,Not applicable,-,-,-,Liquid (GHS definition),"Aug. 18, 2006 (Environmental Hazards: Mar. 31, 2006)"
557-42-6,zinc thiocyanate,Flammable gases,Not applicable,-,-,-,Solid (GHS definition),"Apr. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
89-72-5,2-sec-Butylphenol,Flammable gases,Not applicable,-,-,-,Liquid (GHS definition),"Feb. 20, 2007 (Environmental Hazards: Mar. 31, 2006)"
41198-08-7,O-4-bromo-2-chlorophenyl O-ethyl S-propyl phosphorothioate,Flammable gases,Not applicable,,,,"Classified as ""liquid"" according to GHS definition ","Dec. 18, 2006 (Environmental Hazards: Mar. 31, 2006)"
76-15-3,"Ethane, chloropentafluoro-",Flammable gases,Not classified,-,-,-,Non-combustible gas,"Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
24312-44-5,N-(4-Bromobenzyl)-2-fluoroacetamide,Flammable gases,Not applicable,-,-,-,Solid (GHS definition),"Dec. 18, 2006 (Environmental Hazards: Mar. 31, 2006)"
60-34-4,methylhydrazine,Flammable gases,Not applicable,-,-,-,Liquid (GHS definition),"Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
63-25-2,Carbaryl,Flammable gases,Not applicable,-,-,-,Solid (GHS definition),"Jul. 24, 2006 (Environmental Hazards: Sep. 20, 2006)"
429-06-1,tetraethylammonium tetrafluoroborate,Flammable gases,Not applicable,-,-,-,Solid (GHS definition),"Mar. 15, 2007 (Environmental Hazards: Mar. 31, 2006)"
552-30-7,"1,2,4-Bbenzenetricarboxylic 1,2-anhydride",Flammable gases,Not applicable,,,,"Classified as ""solid"" according to GHS definition","May 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
110-80-5,Ethylene glycol monoethyl ether,Flammable gases,Not applicable,,,,"Classified as ""liquid"" according to GHS definition","Mar. 23, 2006 (Environmental Hazards: Feb. 10, 2006)"
106-35-4,heptan-3-one,Flammable gases,Not applicable,-,-,-,Liquid (GHS definition),"Oct. 1, 2005 (Environmental Hazards: Mar. 31, 2006)"
2223-93-0,"cadmium distearate, pure",Flammable gases,Not applicable,-,-,-,Solid (GHS definition),"Sep. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
944-22-9,fonofos,Flammable gases,Not applicable,-,-,-,Liquid (GHS definition),"Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
91-22-5,Quinoline,Flammable gases,Not applicable,-,-,-,Liquid (GHS definition),"Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
1912-24-9,Atrazine,Flammable gases,Not applicable,-,-,-,Solid (GHS definition),"Aug. 18, 2006 (Environmental Hazards: Mar. 31, 2006)"
1303-32-8,arsenic disulfide ,Flammable gases,Not applicable,-,-,-,Solid (GHS definition),"Sep. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
101-80-4,"4,4'-oxybisbenzenamine",Flammable gases,Not applicable,-,-,-,Solid (GHS definition),"Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
56189-09-4,dioxobis(stearato)dilead,Flammable gases,Not applicable,-,-,-,Solid (GHS definition),"Mar. 15, 2007 (Environmental Hazards: Mar. 31, 2006)"
95-13-6,indene,Flammable gases,Not applicable,-,-,-,Liquid (GHS definition),"Aug. 18, 2006 (Environmental Hazards: Mar. 31, 2006)"
7789-19-7,copper difluoride,Flammable gases,Not applicable,-,-,-,Solid (GHS definition),"Sep. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
592-04-1,mercury dicyanide,Flammable gases,Not applicable,-,-,-,Solid (GHS definition),"Nov. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
64047-88-7,"Sodium 2,4-dichloro-6-nitrophenolate",Flammable gases,Not applicable,-,-,-,Solid (GHS definition),"Oct. 23, 2006 (Environmental Hazards: Mar. 31, 2006)"
96-69-5,"Phenol, 4,4'-thiobis[2-(1,1-dimethylethyl)-5-methyl]-",Flammable gases,Not applicable,-,-,-,Solid (GHS definition),"May 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
7774-41-6,"Arsenic acid, hemihydrate",Flammable gases,Not applicable,-,-,-,Solid (GHS definition),"Nov. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
60-51-5,"O,O-Dimethyl S-(N-methylcarbamoyl)methyl phosphorodithioate; Dimethoate",Flammable gases,Not applicable,,,,"Classified as ""solid"" according to GHS definition","Nov. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
7696-12-0,"(1,3-Dioxo-4,5,6,7-tetrahydroisoindolin-2-yl)methyl 2,2-dimethyl-3-(2-methylprop-1-en-1-yl)cyclopropane-1-carboxylate",Flammable gases,Not applicable,-,-,-,Solid,2009.3.31
592-41-6,1-Hexene,Flammable gases,Not applicable,-,-,-,Liquid (GHS definition),"Jun. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
314-40-9,bromacil,Flammable gases,Not applicable,-,-,-,Solid (GHS definition),"Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
16219-75-3,"2-Norbornene, 5-ethylidene-",Flammable gases,Not applicable,-,-,-,Liquid (GHS definition),"Apr. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
120-12-7,Anthracene,Flammable gases,Not applicable,-,-,-,Solid,2009.3.31
100-02-7,p-Nnitrophenol,Flammable gases,Not applicable,,,,"Classified as ""solid"" according to GHS definition","Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
79622-59-6,"3-chloro-N-(3-chloro-5-trifluoromethyl-2-pyridyl)-alpha,alpha,alpha-trifluoro-2,6-dinitro-p-toluidine",Flammable gases,Not applicable,,,,"Classified as ""solid"" according to GHS definition ","Dec. 18, 2006 (Environmental Hazards: Mar. 31, 2006)"
101-84-8,Diphenyl ether,Flammable gases,Not applicable,-,-,-,Solid (GHS definition),"Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
1803-12-9,"Triphenyltin N,N'-dimethyldithiocarbamate",Flammable gases,Not applicable,,,,"Classified as ""solid"" according to GHS definition","Oct. 23, 2006 (Environmental Hazards: Mar. 31, 2006)"
684-16-2,hexafluoroacetone,Flammable gases,Not classified,-,-,-,"Non-combustible (ICSC(J), 2000; etc.)","Nov. 1, 2005 (Environmental Hazards: Mar. 31, 2006)"
7631-90-5,Monosodium sulfite,Flammable gases,Not applicable,-,-,-,Aqueous solution,"Aug. 18, 2006 (Environmental Hazards: Mar. 31, 2006)"
6392-46-7,allyxycarb,Flammable gases,Not applicable,-,-,-,Solid (GHS definition),"Oct. 23, 2006 (Environmental Hazards: Mar. 31, 2006)"
7726-95-6,Bromine,Flammable gases,Not applicable,-,-,-,Liquid (GHS definition),"Jun. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
671-04-5,Carbanolate,Flammable gases,Not applicable,-,-,-,Solid (GHS definition),"Jun. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
101-68-8,"Diphenylmethane diisocyanate   (4,4'-M.D.I.)",Flammable gases,Not applicable,-,-,-,Solid (GHS definition),"Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
14708-13-5,magnesium tetrafluoroborate(1-),Flammable gases,Not applicable,-,-,-,Solid (GHS definition),"Jun. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
100-01-6,"Aniline, 4-nitro-",Flammable gases,Not applicable,-,-,-,Solid (GHS definition),"Oct. 1, 2005 (Environmental Hazards: Mar. 31, 2006)"
7722-88-5,Tetrasodium pyrophosphate,Flammable gases,Not applicable,-,-,-,Solid (GHS definition),"May 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
7705-08-0,Iron trichloride,Flammable gases,Not applicable,-,-,-,Solid (GHS definition),"May 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
