CASRN,Name,Classification,Symbol,Signal word,Hazard statement,Rationale for classification,Date of classification
5470-11-1,hydroxylammonium chloride,Respiratory sensitizer - Classification not possible,-,-,-,no data available.,"May 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
55-38-9,Fenthion,Respiratory sensitizer - Classification not possible,-,-,-,No data,"Jul. 24, 2006 (Environmental Hazards: Sep. 20, 2006)"
55-63-0,Nitroglycerin,Respiratory sensitizer - Classification not possible,-,-,-,Respirator: No data.,"May 24, 2006 (Environmental Hazards: Mar. 23, 2006)"
55134-13-9,Narasin,Respiratory sensitizer - Classification not possible,-,-,-,No data available,"Apr. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
55179-31-2,"1-(4-biphenylyloxy)-3,3-dimethyl-1-(1H-1,2,4-triazol-1-yl)-2-butanol",Respiratory sensitizer - Classification not possible,,,,No data available,"Dec. 18, 2006 (Environmental Hazards: Mar. 31, 2006)"
55285-14-8,"2,3-Dihydro-2,2-dimethyl-7-benzo[b]furyl N-(dibutylamino)thio-N-methylcarbamate; Carbosulfan",Respiratory sensitizer - Classification not possible,,,,No data available,"Nov. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
553-26-4,"4,4'-Bipyridyl",Respiratory sensitizer - Classification not possible,-,-,-,classification is not possible since there is no data.,2009.3.31
55335-06-3,"(3,5,6-trichloro-2-pyridyl)oxyacetic acid",Respiratory sensitizer - Classification not possible,,,,No data available,"Dec. 18, 2006 (Environmental Hazards: Mar. 31, 2006)"
555-34-0,trisodium trioxalatoferrate,Respiratory sensitizer - Classification not possible,-,-,-,No data available,"Nov. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
55512-33-9,O-6-Chloro-3-phenyl-4-pyridazinyl S-n-octyl thiocarbonate; Pyridate,Respiratory sensitizer - Classification not possible,,,,No data available,"Sep. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
556-52-5,"2,3-epoxypropan-1-ol",Respiratory sensitizer - Classification not possible,-,-,-,No data available,"Apr. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
556-61-6,Methyl isothiocyanate,Respiratory sensitizer - Classification not possible,,,,Insufficient data available,"Nov. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
557-04-0,Magnesium stearate,Respiratory sensitizer - Classification not possible,-,-,-,No data available,"Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
557-05-1,Zinc stearate,Respiratory sensitizer - Classification not possible,-,-,-,No data.,"Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
557-21-1,Zinc cyanide,Respiratory sensitizer - Classification not possible,,,,No data available,"Jun. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
557-42-6,zinc thiocyanate,Respiratory sensitizer - Classification not possible,-,-,-,No data available,"Apr. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
55721-31-8,Salinomycin 1-sodium salt,Respiratory sensitizer - Classification not possible,-,-,-,No data available,"Mar. 15, 2007 (Environmental Hazards: Mar. 31, 2006)"
558-13-4,carbon tetrabromide,Respiratory sensitizer - Classification not possible,-,-,-,No data available,"Jun. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
55814-41-0,2-methyl-N-[3-(1-methylethoxy)phenyl]benzamide,Respiratory sensitizer - Classification not possible,-,-,-,,"Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
55837-20-2,Halofuginone,Respiratory sensitizer - Classification not possible,-,-,-,No data available,"Jun. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
5598-13-0,"O-3,5,6-trichloro-2-pyridyl O,O-dimethyl phosphorothioate",Respiratory sensitizer - Classification not possible,,,,No data available,"Dec. 18, 2006 (Environmental Hazards: Mar. 31, 2006)"
56-23-5,Tetrachloromethane,Respiratory sensitizer - Classification not possible,,,,No data available,"Mar. 23, 2006 (Environmental Hazards: Feb. 10, 2006)"
56-35-9,"Distannoxane, hexabutyl-",Respiratory sensitizer - Classification not possible,-,-,-,no data available.,"Feb. 20, 2007 (Environmental Hazards: Mar. 31, 2006)"
56-36-0,tributyltin acetate,Respiratory sensitizer - Classification not possible,-,-,-,No data available,"Feb. 20, 2007 (Environmental Hazards: Mar. 31, 2006)"
56-38-2,Parathion,Respiratory sensitizer - Classification not possible,-,-,-,No data .,"Apr. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
56-55-3,Benz[a]anthracene,Respiratory sensitizer - Classification not possible,-,-,-,No data available,"Jun. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
56-75-7,"2,2-Dichloro-N-[2-hydroxy-1-(hydroxymethyl)-2-(4-nitrophenyl)ethyl]acetamide; Chloramphenicol",Respiratory sensitizer - Classification not possible,,,,No data available,"Sep. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
56189-09-4,dioxobis(stearato)dilead,Respiratory sensitizer - Classification not possible,-,-,-,No data available,"Mar. 15, 2007 (Environmental Hazards: Mar. 31, 2006)"
563-12-2,ethion,Respiratory sensitizer - Classification not possible,-,-,-,No data available,"Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
563-47-3,3-Chloro-2-methylprop-1-ene,Respiratory sensitizer - Classification not possible,(Respiratory sensitizer)-,(Respiratory sensitizer-,(Respiratory sensitizer)-,classification is not possible since there is no data.,2009.3.31
563-68-8,thallium acetate,Respiratory sensitizer - Classification not possible,-,-,-,No data available,"Mar. 15, 2007 (Environmental Hazards: Mar. 31, 2006)"
563-72-4,"Ethanedioic acid, calcium salt (1:1)",Respiratory sensitizer - Classification not possible,-,-,-,No data available,"Oct. 23, 2006 (Environmental Hazards: Mar. 31, 2006)"
563-80-4,"2-Butanone, 3-methyl-",Respiratory sensitizer - Classification not possible,-,-,-,Respiratory organ: No data.,"Jun. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
569-61-9,"4,4'-(4-iminocyclohexa-2,5-dienylidenemethylene)dianiline hydrochloride",Respiratory sensitizer - Classification not possible,-,-,-,No data available,"Apr. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
57-09-0,Hexadecyltrimethylammonium bromide,Respiratory sensitizer - Classification not possible,,,,No data available,"Oct. 23, 2006 (Environmental Hazards: Mar. 31, 2006)"
57-14-7,"1,1-Dimethylhydrazine",Respiratory sensitizer - Classification not possible,,,,No data available,"Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
57-24-9,Strychnine,Respiratory sensitizer - Classification not possible,-,-,-,No data available,"Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
57-41-0,"5,5-Diphenyl-2,4-imidazolidinedione",Respiratory sensitizer - Classification not possible,,,,No data available,"Sep. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
57-57-8,propiolactone,Respiratory sensitizer - Classification not possible,-,-,-,No data available,"Mar. 23, 2006"
57-74-9,"chlordane , pur",Respiratory sensitizer - Classification not possible,-,-,-,No data available,"Apr. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
57142-78-6,[phthalato(2-)]oxodilead,Respiratory sensitizer - Classification not possible,-,-,-,No data available,"Mar. 15, 2007 (Environmental Hazards: Mar. 31, 2006)"
576-26-1,"2,6-Xylenol",Respiratory sensitizer - Classification not possible,,,,No data available,"May 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
58-89-9,Lindane,Respiratory sensitizer - Classification not possible,-,-,-,Respirator: No data,"Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
58011-68-0,"4-(2,4-dichlorobenzoyl)-1,3-dimethyl-5-pyrazolyl 4-toluenesulfonate",Respiratory sensitizer - Classification not possible,,,,No data available,"Dec. 18, 2006 (Environmental Hazards: Mar. 31, 2006)"
5827-05-4,"S-(ethylsulfinyl)methyl O,O-di(isopropyl) dithiophosphate",Respiratory sensitizer - Classification not possible,-,-,-,No data available,"Dec. 18, 2006 (Environmental Hazards: Mar. 31, 2006)"
583-52-8,dipotassium oxalate,Respiratory sensitizer - Classification not possible,-,-,-,No data available,"Oct. 23, 2006 (Environmental Hazards: Mar. 31, 2006)"
583-91-5,"Butyric acid, 2-hydroxy-4-(methylthio)-",Respiratory sensitizer - Classification not possible,-,-,-,no data available.,"Jan. 23, 2007 (Environmental Hazards: Mar. 31, 2006)"
59-50-7,4-Chloro-3-methylphenol,Respiratory sensitizer - Classification not possible,(Respiratory sensitize)r-,(Respiratory sensitizer-,(Respiratory sensitizer)-,classification is not possible since there is no data.,2009.3.31
59-89-2,N-Nitrosomorpholine,Respiratory sensitizer - Classification not possible,-,-,-,No data available,"Sep. 1, 2005 (Environmental Hazards: Mar. 31, 2006)"
5903-13-9,N-Methyl-N-(1-naphthyl)-2-fluoroacetamide,Respiratory sensitizer - Classification not possible,-,-,-,No data available,"Dec. 18, 2006 (Environmental Hazards: Mar. 31, 2006)"
591-27-5,m-Aminophenol,Respiratory sensitizer - Classification not possible,,,,No data available,"Apr. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
591-78-6,hexan-2-one,Respiratory sensitizer - Classification not possible,-,-,-,No data available,"Mar. 23, 2006 (Environmental Hazards: Feb. 10, 2006)"
592-01-8,calcium cyanide,Respiratory sensitizer - Classification not possible,-,-,-,No data available,"Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
592-04-1,mercury dicyanide,Respiratory sensitizer - Classification not possible,-,-,-,"Respiratory sensitization: No data.
Cutaneous Sensitization: In MAK/BAT (2005) and JSfOH advice (2005), mercury and mercury compounds was supposed to have risk of cutaneous sensitization. Since we found the descriptions that skin sensitization may be caused also in HSFS (1993) and SITTIG (4th, 2002) about this product, we categorized it as Category 1.","Nov. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
592-05-2,lead dicyanide,Respiratory sensitizer - Classification not possible,-,-,-,No data available,"Mar. 15, 2007 (Environmental Hazards: Mar. 31, 2006)"
592-41-6,1-Hexene,Respiratory sensitizer - Classification not possible,-,-,-,Respiratory organ: No data.,"Jun. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
592-85-8,mercury dithiocyanate,Respiratory sensitizer - Classification not possible,-,-,-,no data available.,"Apr. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
593-60-2,bromoethylene,Respiratory sensitizer - Classification not possible,-,-,-,No data available,"May 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
594-27-4,Tetramethyltin,Respiratory sensitizer - Classification not possible,,,,No data available,"May 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
594-42-3,"Methanesulfenyl chloride, trichloro-",Respiratory sensitizer - Classification not possible,-,-,-,No data available,"Jun. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
594-72-9,"1,1-dichloro-1-nitroethane",Respiratory sensitizer - Classification not possible,-,-,-,No data available,"Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
59669-26-0,"dimethyl N,N'-[thiobis[(methylimino)carbonyloxy]]bis(thioimidoacetate)",Respiratory sensitizer - Classification not possible,-,-,-,no data available.,"Oct. 23, 2006 (Environmental Hazards: Mar. 31, 2006)"
5970-45-6,"Zinc acetate, dihydrate",Respiratory sensitizer - Classification not possible,,,,No data available,"Apr. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
598-20-9,"1,2-Dibromo-1-chloroethane",Respiratory sensitizer - Classification not possible,-,-,-,No data available,"Jun. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
598-31-2,bromoacetone,Respiratory sensitizer - Classification not possible,-,-,-,No data available,"Feb. 20, 2007 (Environmental Hazards: Mar. 31, 2006)"
598-62-9,Manganese carbonate,Respiratory sensitizer - Classification not possible,,,,No data available,"Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
598-63-0,lead carbonate,Respiratory sensitizer - Classification not possible,-,-,-,No data available,"Mar. 15, 2007 (Environmental Hazards: Mar. 31, 2006)"
598-78-7,"Propionic acid, 2-chloro-",Respiratory sensitizer - Classification not possible,-,-,-,No data.,"Jun. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
60-00-4,Ethylenediaminetetraacetic acid,Respiratory sensitizer - Classification not possible,,,,No data available,"Apr. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
60-09-3,4-aminoazobenzene,Respiratory sensitizer - Classification not possible,-,-,-,No data,"Aug. 18, 2006 (Environmental Hazards: Mar. 31, 2006)"
60-11-7,4-dimethylaminoazobenzene,Respiratory sensitizer - Classification not possible,-,-,-,"Respiratory organ: No data.
Derma: There is a description that contact dermatitis was acknowledged in occupational exposure cases (IARC Vol.8 (1975)), however, details, such as number of cases, are unknown, moreover, since there is no information of reliable test data etc otherwise, we could not classify it.","Mar. 23, 2006"
60-29-7,"Ethane, 1,1'-oxybis",Respiratory sensitizer - Classification not possible,-,-,-,No data,"Jul. 24, 2006 (Environmental Hazards: Feb. 10, 2006)"
60-34-4,methylhydrazine,Respiratory sensitizer - Classification not possible,-,-,-,Respirator: No data,"Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
60-35-5,acetamide,Respiratory sensitizer - Classification not possible,-,-,-,No data available,"Apr. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
60-51-5,"O,O-Dimethyl S-(N-methylcarbamoyl)methyl phosphorodithioate; Dimethoate",Respiratory sensitizer - Classification not possible,,,,No data available,"Nov. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
60-57-1,dieldrin,Respiratory sensitizer - Classification not possible,-,-,-,No data available,"Jun. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
600-25-9,1-chloro-1-nitropropane,Respiratory sensitizer - Classification not possible,-,-,-,No data available,"Apr. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
60168-88-9,"2,4'-dichloro-alpha-(5-pyrimidinyl)benzhydryl alcohol",Respiratory sensitizer - Classification not possible,,,,No data available,"Dec. 18, 2006 (Environmental Hazards: Mar. 31, 2006)"
602-01-7,"2,3-Dinitrotoluene",Respiratory sensitizer - Classification not possible,,,,No data available,"Aug. 22, 2006 (Environmental Hazards: Mar. 31, 2006)"
602-38-0,"1,8-dinitronaphthalene",Respiratory sensitizer - Classification not possible,-,-,-,classification is not possible since there is no data.,2009.3.31
602-87-9,"1,2-dihydro-5-nitroacenaphthylene",Respiratory sensitizer - Classification not possible,-,-,-,No data available,"Sep. 1, 2005 (Environmental Hazards: Mar. 31, 2006)"
603-34-9,triphenylamine,Respiratory sensitizer - Classification not possible,-,-,-,Respiratory organ: No data.,"Sep. 1, 2005 (Environmental Hazards: Mar. 31, 2006)"
6046-93-1,"Cupric acetate, monohydrate",Respiratory sensitizer - Classification not possible,-,-,-,No data available,"Sep. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
605-71-0,"1,5-dinitronaphthalene",Respiratory sensitizer - Classification not possible,-,-,-,classification is not possible since there is no data.,2009.3.31
606-20-2,"2,6-Dinitrotoluene",Respiratory sensitizer - Classification not possible,,,,No data available,"Aug. 22, 2006 (Environmental Hazards: Mar. 31, 2006)"
608-73-1,BHC or HCH,Respiratory sensitizer - Classification not possible,-,-,-,no data available.,"Feb. 20, 2007 (Environmental Hazards: Mar. 31, 2006)"
6080-56-4,"Lead(II) acetate, trihydrate",Respiratory sensitizer - Classification not possible,,,,No data available,"Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
609-89-2,"2,4-dichloro-6-nitrophenol",Respiratory sensitizer - Classification not possible,-,-,-,No data available,"Oct. 23, 2006 (Environmental Hazards: Mar. 31, 2006)"
61-82-5,Amitrol,Respiratory sensitizer - Classification not possible,-,-,-,[Respiratory sensitization] no data.,"Apr. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
610-39-9,"3,4-Dinitrotoluene",Respiratory sensitizer - Classification not possible,,,,No data available,"Aug. 22, 2006 (Environmental Hazards: Mar. 31, 2006)"
611-06-3,"2,4-Dichloro-1-nitrobenzene",Respiratory sensitizer - Classification not possible,(Respiratory sensitizer)-,(Respiratory sensitizer)-,(Respiratory sensitizer)-,classification is not possible since there is no data.,2009.3.31
611-19-8,1-Chloro-2-(chloromethyl)benzene,Respiratory sensitizer - Classification not possible,-,-,-,classification is not possible since there is no data.,2009.3.31
612-83-9,"N,N'-(3,3'-Dichlorobiphenyl-4,4'-diyl)diammonium dichloride",Respiratory sensitizer - Classification not possible,-,-,-,classification is not possible since there is no data.,2009.3.31
613-35-4,"N,N'-[1,1'-biphenyl]-4,4'-diylbisacetamide",Respiratory sensitizer - Classification not possible,-,-,-,No data available,"Jun. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
61432-55-1,S-1-methyl-1-phenylethyl 1-piperidinecarbothioate,Respiratory sensitizer - Classification not possible,,,,No data available,"Nov. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
615-05-4,4-methoxy-m-phenylenediamine,Respiratory sensitizer - Classification not possible,-,-,-,"Respiratory sensitization cannot be classified due to  absence of deta. Although there was a report of two cases about skin sensitization (DFGOT vol.6 (1994)), since one was non-sensitization and the other was at a low rate of positivity, it was put ""outside of Category.""","Apr. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
615-53-2,ethyl methylnitrosocarbamate,Respiratory sensitizer - Classification not possible,-,-,-,No data available,"Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
6159-44-0,Uranyl acetate dihydrate,Respiratory sensitizer - Classification not possible,-,-,-,No data available,"Mar. 15, 2007 (Environmental Hazards: Mar. 31, 2006)"
6164-98-3,Chlordimeform,Respiratory sensitizer - Classification not possible,-,-,-,no data available.,"Feb. 20, 2007 (Environmental Hazards: Mar. 31, 2006)"
61788-32-7,Hydrogenated terphenyl,Respiratory sensitizer - Classification not possible,-,-,-,classification is not possible since there is no data.,2009.3.31
61788-33-8,Polychlorinated terphenyls,Respiratory sensitizer - Classification not possible,,,,No data available,"Oct. 23, 2006 (Environmental Hazards: Mar. 31, 2006)"
61789-80-8,Bis(hydrogenated tallow)dimethylammonium chloride,Respiratory sensitizer - Classification not possible,,,,No data available,"Aug. 22, 2006 (Environmental Hazards: Mar. 31, 2006)"
618-85-9,"3,5-Dinitrotoluene",Respiratory sensitizer - Classification not possible,,,,No data available,"Aug. 22, 2006 (Environmental Hazards: Mar. 31, 2006)"
619-15-8,"2,5-Dinitrotoluene",Respiratory sensitizer - Classification not possible,,,,No data available,"Aug. 22, 2006 (Environmental Hazards: Mar. 31, 2006)"
61931-75-7,Ammonium undecylbenzenesulfonate (C11),Respiratory sensitizer - Classification not possible,(Respiratory sensitizer)-,(Respiratory sensitizer)-,(Respiratory sensitizer)-,"There is one positive result in the maximization test employing guinea pig. However, it is judged as negative to humans based on two negative results in the same maximization test indicated in OECD SIDS, one negative result in the buehler test, and two negative results in the controlled or large-scale human repetition patch test. Therefore, skin sensitization is corrected from ""Category 1"" to ""Not classified.""",39506.0
62-38-4,Phenylmercury acetate,Respiratory sensitizer - Classification not possible,,,,No data available,"Jun. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
62-44-2,4'-Ethoxyacetanilide; Phenacetin,Respiratory sensitizer - Classification not possible,,,,No data available,"Apr. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
62-50-0,ethyl methanesulphonate,Respiratory sensitizer - Classification not possible,-,-,-,No data available,"Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
62-53-3,Aniline,Respiratory sensitizer - Classification not possible,,,,No data available,"Apr. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
62-55-5,Thioacetamide,Respiratory sensitizer - Classification not possible,,,,No data available,"Sep. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
62-56-6,Thiourea,Respiratory sensitizer - Classification not possible,,,,No data available,"Apr. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
62-73-7,"Dimethyl 2,2-dichlorovinyl phosphate; Dichlorvos",Respiratory sensitizer - Classification not possible,,,,No data available,"Aug. 18, 2006 (Environmental Hazards: Mar. 31, 2006)"
62-74-8,sodium fluoroacetate,Respiratory sensitizer - Classification not possible,-,-,-,No data available,"Oct. 1, 2005 (Environmental Hazards: Mar. 31, 2006)"
62-75-9,dimethylnitrosoamine,Respiratory sensitizer - Classification not possible,-,-,-,"About respiratory sensitization and skin sensitization, there is no data for both of them.","Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
62-76-0,"Ethandioic acid, disodium salt",Respiratory sensitizer - Classification not possible,-,-,-,No data available,"Oct. 23, 2006 (Environmental Hazards: Mar. 31, 2006)"
624-91-9,methyl nitrite,Respiratory sensitizer - Classification not possible,-,-,-,No data available,"May 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
624-92-0,Dimethyl disulfide,Respiratory sensitizer - Classification not possible,-,-,-,No data.,"Jun. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
626-17-5,Isophthalonitrile,Respiratory sensitizer - Classification not possible,-,-,-,No data available,"Jun. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
626-38-0,1-methylbutyl acetate,Respiratory sensitizer - Classification not possible,-,-,-,No data.,"Mar. 15, 2007 (Environmental Hazards: Mar. 31, 2006)"
626-43-7,"3,5-dichloroaniline",Respiratory sensitizer - Classification not possible,-,-,-,classification is not possible since there is no data.,2009.3.31
627-13-4,propyl nitrate,Respiratory sensitizer - Classification not possible,-,-,-,No data available,"Jun. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
627-44-1,diethylmercury,Respiratory sensitizer - Classification not possible,-,-,-,No data available,"Mar. 23, 2006"
628-63-7,Pentyl acetate,Respiratory sensitizer - Classification not possible,-,-,-,[respiratory sensitization] No data,"Mar. 23, 2006 (Environmental Hazards: Feb. 10, 2006)"
628-96-6,"1,2-Ethanediol, dinitrate",Respiratory sensitizer - Classification not possible,-,-,-,No data available,"Mar. 23, 2006"
62850-32-2,"S-4-phenoxybutyl N,N-dimethylthiocarbamate",Respiratory sensitizer - Classification not possible,,,,No data available,"Dec. 18, 2006 (Environmental Hazards: Mar. 31, 2006)"
63-25-2,Carbaryl,Respiratory sensitizer - Classification not possible,-,-,-,[Respiratory sensitization] no data.,"Jul. 24, 2006 (Environmental Hazards: Sep. 20, 2006)"
631-60-7,dimercury di(acetate),Respiratory sensitizer - Classification not possible,-,-,-,no data available.,"Mar. 15, 2007 (Environmental Hazards: Mar. 31, 2006)"
632-99-5,"(4-(4-aminophenyl)(4-iminocyclohexa-2,5-dienylidene)methyl)-2-methylaniline hydrochloride",Respiratory sensitizer - Classification not possible,-,-,-,No data available,"Mar. 23, 2006"
6358-53-8,"1-[(2,5-dimethoxyphenyl)azo]-2-naphthol",Respiratory sensitizer - Classification not possible,-,-,-,[Respiratory sensitization] No data.,"Apr. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
637-92-3,"Propane, 2-ethoxy-2-methyl-",Respiratory sensitizer - Classification not possible,-,-,-,No data.,"Apr. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
6375-47-9,3'-Amino-4'-methoxyacetanilide,Respiratory sensitizer - Classification not possible,,,,No data available,"Sep. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
638-21-1,phenylphosphine,Respiratory sensitizer - Classification not possible,-,-,-,No data available,"May 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
639-58-7,triphenyltin chloride,Respiratory sensitizer - Classification not possible,-,-,-,No data available,"Feb. 20, 2007 (Environmental Hazards: Mar. 31, 2006)"
6392-46-7,allyxycarb,Respiratory sensitizer - Classification not possible,-,-,-,No data available,"Oct. 23, 2006 (Environmental Hazards: Mar. 31, 2006)"
63935-38-6,"alpha-cyano-3-phenoxybenzyl 2,2-dichloro-1-(4-ethoxyphenyl)cyclopropanecarboxylate",Respiratory sensitizer - Classification not possible,,,,No data available,"Dec. 18, 2006 (Environmental Hazards: Mar. 31, 2006)"
64-17-5,Ethanol,Respiratory sensitizer - Classification not possible,-,-,-,,"Mar. 23, 2006"
64-18-6,Formic acid,Respiratory sensitizer - Classification not possible,-,-,-,No data available,"May 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
64-67-5,Diethyl sulfate,Respiratory sensitizer - Classification not possible,-,-,-,No data available,"Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
640-15-3,"S-2-(Ethylthio)ethyl O,O-dimethyl phosphorodithioate; Thiometon",Respiratory sensitizer - Classification not possible,,,,No data available,"Aug. 22, 2006 (Environmental Hazards: Mar. 31, 2006)"
640-19-7,2-fluoroacetamide,Respiratory sensitizer - Classification not possible,-,-,-,No data available,"May 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
640-67-5,"Manganese, [ethanedioato(2-)-kappaO1,kappaO2]-",Respiratory sensitizer - Classification not possible,-,-,-,No data available,"Nov. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
64047-88-7,"Sodium 2,4-dichloro-6-nitrophenolate",Respiratory sensitizer - Classification not possible,-,-,-,No data available,"Oct. 23, 2006 (Environmental Hazards: Mar. 31, 2006)"
6420-47-9,"2-sec-butyl-4,6-dinitrophenol, compound with 2,2',2''-nitrilotriethanol (1:1)",Respiratory sensitizer - Classification not possible,-,-,-,No data available,"Jan. 23, 2007 (Environmental Hazards: Mar. 31, 2006)"
6423-43-4,"1,2-Propanediol, dinitrate",Respiratory sensitizer - Classification not possible,-,-,-,No data available,"Sep. 1, 2005 (Environmental Hazards: Mar. 31, 2006)"
6423-72-9,"Methanearsonic acid, calcium salt",Respiratory sensitizer - Classification not possible,-,-,-,No data available,"Dec. 18, 2006 (Environmental Hazards: Mar. 31, 2006)"
64440-88-6,"N,N'-ethylenebis(thiocarbamoylthiozinc) bis(N,N-dimethyldithiocarbamate)",Respiratory sensitizer - Classification not possible,,,,No data available,"Dec. 18, 2006 (Environmental Hazards: Mar. 31, 2006)"
6454-35-9,"(E)-5,5,12,12-Tetrabutyl-7,10-dioxo-6,11-dioxa-5,12-distannahexadec-8-ene",Respiratory sensitizer - Classification not possible,,,,No data available,"Oct. 23, 2006 (Environmental Hazards: Mar. 31, 2006)"
6459-94-5,"disodium 8-((3,3'-dimethyl-4'-(4-(4-methylphenylsulphonyloxy)phenylazo)(1,1'-biphenyl)-4-yl)azo)-7-hydroxynaphthalene-1,3-disulphonate",Respiratory sensitizer - Classification not possible,-,-,-,No data available,"Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
646-06-0,"1,3-Dioxolane",Respiratory sensitizer - Classification not possible,-,-,-,"As there is no data, it cannot be classified.","Jun. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
6465-92-5,"Phosphoric acid, 2,2-dichloroethenyl dimethyl ester, compd. with calcium bis(2,2-dichloroethenyl methyl phosphate) (2:1)",Respiratory sensitizer - Classification not possible,-,-,-,No data available,"Dec. 18, 2006 (Environmental Hazards: Mar. 31, 2006)"
64741-44-2,"Distillates (petroleum), straight-run middle",Respiratory sensitizer - Classification not possible,-,-,-,"Since there is no data, it cannot be classified.","Jul. 24, 2006 (Environmental Hazards: Mar. 23, 2006)"
64741-88-4,"Distillates (petroleum), solvent-refined heavy paraffinic; Distillates (petroleum), solvent-refined light naphthenic; Lubricating oils (petroleum), C15-30, hydrotreated neutral oil-based; Lubricating oils (petroleum), C20-50, hydrotreated neutral oil-based; Petroleum; Paraffin oils",Respiratory sensitizer - Classification not possible,-,-,-,[respiratory sensitization] No data.,"Feb. 20, 2007 (Environmental Hazards: Mar. 31, 2006)"
64741-97-5,"Distillates (petroleum), solvent-refined heavy paraffinic; Distillates (petroleum), solvent-refined light naphthenic; Lubricating oils (petroleum), C15-30, hydrotreated neutral oil-based; Lubricating oils (petroleum), C20-50, hydrotreated neutral oil-based; Petroleum; Paraffin oils",Respiratory sensitizer - Classification not possible,-,-,-,[respiratory sensitization] No data.,"Feb. 20, 2007 (Environmental Hazards: Mar. 31, 2006)"
